CALLDATE,LOGINTIME,DAYSWORKED,TOTALTALKTIME,INCOMINGCALLS,OUTGOINGEXTERNAL,HOLDTIME,WRAPTIME,TOTALHANDLETIME,AHTHANDLETIME,OUTBOUNDOFFERED,PERSONAL,READY,SMSCFLOORSUPPORT,LUNCH30,LUNCH60,INCOMINGCHAT,AGENT
12/28/2021,544,1,14521,57,8,1207,689,16417,15238,58,8,108,0,0,1,0,Agent 15
12/18/2021,262,1,341,1,0,0,17,358,358,0,0,0,256,0,0,0,Agent 19
12/30/2021,512,1,15385,70,3,2056,263,17704,17162,23,13,95,0,1,0,0,Agent 12
2/9/2022,516,1,16075,60,6,1485,810,18370,17940,33,17,92,0,1,0,0,Agent 9
1/12/2022,543,1,16456,36,5,3020,533,20009,19432,19,36,54,0,0,1,0,Agent 36
3/23/2022,523,1,14482,37,7,159,447,15088,13041,65,11,83,85,1,0,0,Agent 30
3/10/2022,548,1,18050,63,3,3057,466,21573,20241,40,3,69,0,0,1,0,Agent 15
2/1/2022,225,1,706,0,0,0,13,719,719,0,0,3,0,0,0,3,NULL
2/16/2022,554,1,16994,44,2,3757,617,21368,21079,13,21,72,0,0,1,0,Agent 36
3/9/2022,559,1,18077,57,10,1396,707,20180,18956,38,10,88,0,0,1,0,Agent 15
12/15/2021,514,1,14472,39,6,1168,485,16125,15217,32,5,133,0,1,0,0,Agent 48
12/29/2021,510,1,10563,71,5,2023,598,13184,12932,23,7,176,0,1,0,0,Agent 3
12/22/2021,506,1,10195,30,5,26,194,10415,9552,31,0,147,130,1,0,0,Agent 30
12/14/2021,542,1,15154,56,0,875,810,16839,16839,6,14,189,0,1,0,0,Agent 28
12/28/2021,513,1,15295,79,10,784,480,16559,15942,27,15,138,0,1,0,0,Agent 3
2/23/2022,551,1,17249,54,1,2884,1119,21252,19652,51,0,118,0,1,0,0,Agent 28
2/2/2022,541,1,16755,57,1,1845,809,19409,19220,16,0,165,0,1,0,0,Agent 28
2/4/2022,337,1,9584,23,0,1635,353,11572,11572,2,6,54,0,0,1,0,Agent 36
1/21/2022,536,1,20502,79,1,1378,1076,22956,22799,9,15,60,0,0,1,0,Agent 46
12/16/2021,511,1,12901,60,3,1399,275,14575,14439,20,2,194,0,1,0,0,Agent 9
1/5/2022,540,1,16481,48,2,1859,1821,20161,19973,14,23,93,0,1,0,0,Agent 35
1/5/2022,539,1,18047,83,2,1691,1033,20771,20582,8,21,116,0,1,0,0,Agent 46
12/7/2021,510,1,11689,79,4,1774,495,13958,13499,19,25,142,0,1,0,0,Agent 3
2/9/2022,370,1,13795,28,4,2909,300,17004,16145,32,5,45,0,1,0,0,Agent 41
3/23/2022,541,1,14686,45,5,1450,695,16831,16155,27,38,94,0,0,1,0,Agent 36
2/26/2022,219,1,6951,26,2,88,301,7340,7154,21,0,59,0,0,0,0,Agent 15
1/13/2022,543,1,17341,58,3,2564,1099,21004,20807,9,7,96,0,1,0,0,Agent 14
2/24/2022,517,1,13893,30,13,397,847,15137,10341,134,0,65,119,1,0,0,Agent 30
2/4/2022,8,1,,,,,,,,1,0,2,0,0,0,,NULL
1/18/2022,442,1,15485,75,3,423,3211,19119,18999,21,8,8,19,1,0,0,Agent 19
1/28/2022,538,1,10406,69,2,356,417,11179,10847,13,20,192,0,0,1,0,Agent 3
2/26/2022,212,1,5147,33,1,532,178,5857,5811,6,15,94,0,0,0,0,Agent 3
2/15/2022,547,1,17081,48,1,1619,1075,19775,19758,16,0,127,0,1,0,0,Agent 28
2/9/2022,537,1,16034,55,1,36,2390,18460,17479,26,4,134,13,1,0,0,Agent 19
1/3/2022,122,1,4230,10,0,36,906,5172,5172,0,0,0,0,1,0,0,Agent 38
2/7/2022,541,1,19089,91,2,1230,1472,21791,21472,10,26,71,0,0,1,0,Agent 46
1/10/2022,185,1,6397,22,2,142,55,6594,6371,10,1,48,10,0,0,0,Agent 30
2/16/2022,540,1,18972,55,2,2515,742,22229,22029,13,18,68,0,0,1,0,Agent 46
11/29/2021,540,1,19264,52,0,625,606,20495,20495,18,0,109,0,1,0,0,Agent 28
1/20/2022,543,1,10540,0,10,0,797,11337,10776,18,5,330,0,1,0,21,Agent 14
12/16/2021,404,1,13698,29,0,816,207,14721,14721,7,0,84,0,1,0,0,Agent 22
3/16/2022,541,1,14928,56,2,2149,1359,18436,18055,21,0,165,0,1,0,0,Agent 28
12/9/2021,541,1,13916,77,1,295,786,14997,14866,10,2,172,0,0,1,0,Agent 46
3/24/2022,509,1,16932,66,1,3326,865,21123,21117,5,10,61,0,1,0,0,Agent 48
12/20/2021,509,1,18705,50,0,1864,327,20896,20896,4,2,130,0,1,0,0,Agent 48
12/20/2021,533,1,14491,39,0,1268,599,16358,16358,3,27,139,0,0,1,0,Agent 36
3/5/2022,214,1,7114,25,0,615,324,8053,8053,0,20,34,0,0,0,0,Agent 36
1/21/2022,549,1,17388,48,0,3341,660,21389,21389,1,30,35,0,0,1,0,Agent 36
2/2/2022,438,1,15643,27,0,2285,207,18135,18135,1,0,83,0,1,0,0,Agent 22
12/30/2021,321,1,4093,0,4,0,319,4412,3710,35,0,235,0,0,0,4,Agent 14
1/28/2022,554,1,15289,35,5,5374,457,21120,20212,24,6,114,0,1,0,0,Agent 21
2/12/2022,210,1,6475,31,1,188,291,6954,6894,6,0,75,0,0,0,0,Agent 15
1/25/2022,541,1,17957,50,3,2359,607,20923,20169,19,3,83,0,0,1,0,Agent 15
12/23/2021,510,1,12147,53,9,950,389,13486,12288,39,6,193,0,1,0,0,Agent 9
3/23/2022,509,1,17401,43,4,1374,479,19254,19002,11,13,93,0,1,0,0,Agent 5
1/15/2022,205,1,7809,23,0,585,179,8573,8573,2,14,48,0,0,0,0,Agent 21
3/15/2022,50,1,1623,2,2,0,142,1765,1716,2,0,19,0,0,0,0,Agent 5
1/7/2022,301,1,9846,35,0,1656,923,12425,12425,4,12,28,0,0,0,0,Agent 35
12/17/2021,539,1,12576,30,7,758,592,13926,13448,20,11,110,0,1,0,5,Agent 35
1/28/2022,542,1,9685,37,8,658,905,11248,10323,41,5,177,0,1,0,3,Agent 14
12/7/2021,370,1,11790,43,1,1700,432,13922,13803,6,3,59,0,1,0,0,Agent 41
2/28/2022,511,1,23210,81,7,1162,1079,25451,24185,36,5,24,0,1,0,0,Agent 9
3/2/2022,510,1,17725,52,4,4459,359,22543,21686,22,6,28,0,1,0,0,Agent 21
2/16/2022,389,1,14210,40,3,1953,414,16577,16253,13,5,40,0,1,0,0,Agent 41
1/12/2022,501,1,16912,75,2,754,1122,18788,18502,29,23,67,0,0,1,0,Agent 46
12/16/2021,541,1,14685,52,4,979,770,16434,16208,34,5,152,0,1,0,0,Agent 28
1/25/2022,542,1,18191,54,6,386,439,19016,17244,66,10,98,0,0,1,0,Agent 29
3/22/2022,542,1,20831,52,8,1118,497,22446,18680,109,10,75,0,1,0,0,Agent 29
2/10/2022,539,1,10747,66,4,1839,658,13244,13031,7,26,200,0,1,0,0,Agent 3
12/20/2021,503,1,14352,48,8,274,182,14808,14280,23,4,127,115,0,0,0,Agent 30
12/27/2021,540,1,12828,29,13,288,805,13921,12941,57,13,120,0,1,0,3,Agent 35
12/7/2021,510,1,14911,63,7,2518,379,17808,16921,27,10,137,0,1,0,0,Agent 9
1/13/2022,450,1,13991,22,0,1143,152,15286,15286,89,7,37,0,1,0,0,Agent 22
3/2/2022,548,1,15828,43,14,1064,1837,18729,17458,74,4,96,1,1,0,0,Agent 19
2/3/2022,512,1,14439,59,4,1387,441,16267,14850,52,11,161,0,1,0,0,Agent 9
2/12/2022,211,1,7756,23,1,1150,144,9050,8918,1,4,56,0,0,0,0,Agent 21
12/9/2021,453,1,8225,22,1,1369,484,10078,9912,3,4,164,0,1,0,1,Agent 35
2/3/2022,507,1,14424,38,1,2599,192,17215,17177,7,12,109,0,1,0,0,Agent 21
2/19/2022,215,1,7106,27,2,216,218,7540,7303,6,0,75,0,0,0,0,Agent 15
3/1/2022,511,1,23004,65,11,2188,527,25719,23107,64,3,36,0,1,0,0,Agent 5
1/6/2022,542,1,11878,25,2,382,741,13001,12880,8,7,232,0,1,0,7,Agent 14
12/8/2021,377,1,8263,17,0,1236,140,9639,9639,13,0,86,0,1,0,0,Agent 22
12/13/2021,542,1,14257,36,10,2038,688,16983,13988,67,1,71,0,1,0,0,Agent 14
12/24/2021,316,1,1234,2,6,0,6,1240,489,2,0,19,271,0,0,0,Agent 30
2/11/2022,542,1,21526,55,4,547,508,22581,21778,1,11,123,0,1,0,0,Agent 5
12/22/2021,531,1,14646,36,4,1225,1468,17339,15884,37,6,170,0,1,0,0,Agent 5
2/28/2022,544,1,24390,76,0,2548,1104,28042,28042,7,0,12,0,1,0,0,Agent 28
3/5/2022,213,1,8860,33,1,71,106,9037,8875,10,0,41,15,0,0,0,Agent 30
12/7/2021,540,1,17757,58,3,1409,473,19639,19022,38,7,116,0,0,1,0,Agent 29
1/14/2022,489,1,14947,41,3,1500,276,16723,14852,10,17,146,0,1,0,0,Agent 48
3/4/2022,538,1,20177,89,2,1563,357,22097,21967,4,9,106,0,1,0,0,Agent 12
12/16/2021,510,1,12348,66,2,1081,473,13902,13882,12,10,191,0,1,0,0,Agent 3
3/2/2022,510,1,19245,70,9,2330,945,22520,22014,23,15,42,0,1,0,0,Agent 9
1/13/2022,509,1,14848,38,6,4565,255,19668,18622,38,6,69,0,1,0,0,Agent 21
2/10/2022,505,1,12915,71,1,1077,376,14368,14278,3,5,198,0,1,0,0,Agent 12
12/14/2021,495,1,13813,43,2,189,226,14228,13706,29,0,116,63,1,0,0,Agent 30
11/29/2021,404,1,16002,26,0,1211,213,17426,17426,2,1,45,0,1,0,0,Agent 22
1/5/2022,554,1,18158,45,7,2193,636,20987,19324,62,1,87,0,0,1,0,Agent 15
2/3/2022,511,1,14180,69,1,763,418,15361,15294,7,20,156,0,1,0,0,Agent 3
1/10/2022,538,1,18382,83,1,672,1146,20200,19967,11,4,117,0,0,1,0,Agent 46
2/7/2022,517,1,20741,43,6,2528,282,23551,20929,34,2,54,0,1,0,0,Agent 21
2/12/2022,210,1,5823,28,4,0,265,6088,5108,47,4,69,0,0,0,0,Agent 29
3/18/2022,538,1,17339,86,1,932,250,18521,18301,6,10,170,0,1,0,0,Agent 12
3/15/2022,543,1,13038,39,0,2222,489,15749,15749,5,39,108,0,0,1,0,Agent 36
12/10/2021,540,1,13579,36,1,1111,503,15193,14927,6,24,126,0,0,1,0,Agent 36
2/4/2022,362,1,9709,41,0,362,570,10641,10641,2,16,92,0,0,1,0,Agent 46
12/8/2021,540,1,8425,29,4,527,1244,10196,9632,26,5,260,19,1,0,2,Agent 19
12/31/2021,360,1,10742,60,1,1101,390,12233,12204,17,4,110,0,1,0,0,Agent 15
2/7/2022,540,1,15801,45,3,3222,698,19721,18458,28,28,57,0,0,1,0,Agent 36
12/13/2021,536,1,478,1,2,0,32,510,277,17,8,293,0,1,0,0,Agent 19
3/16/2022,513,1,10584,71,2,916,426,11926,11850,11,22,234,0,1,0,0,Agent 3
12/11/2021,210,1,3529,33,1,588,224,4341,4287,9,21,106,0,0,0,0,Agent 3
2/25/2022,570,1,18162,87,2,452,954,19568,19273,18,15,130,0,0,1,0,Agent 9
1/24/2022,541,1,14692,39,4,2452,614,17758,16722,30,23,89,0,0,1,0,Agent 36
12/2/2021,540,1,18205,52,4,1454,748,20407,18565,50,9,58,0,0,1,0,Agent 15
3/16/2022,507,1,11601,48,14,23,458,12082,11217,44,12,161,58,1,0,0,Agent 30
12/24/2021,309,1,5342,25,4,398,222,5962,5114,21,4,166,0,0,0,0,Agent 5
2/8/2022,469,1,14205,39,6,1752,681,16638,15252,32,10,108,0,1,0,0,Agent 41
2/7/2022,515,1,22077,56,9,1069,594,23740,21411,70,9,54,0,1,0,0,Agent 5
2/25/2022,461,1,16953,80,0,403,387,17743,17743,4,11,76,0,0,1,0,Agent 12
11/29/2021,508,1,19110,46,3,2184,437,21731,21516,22,15,60,0,1,0,0,Agent 21
3/4/2022,480,1,15422,45,9,1304,619,17345,15835,67,3,100,0,1,0,0,Agent 41
3/5/2022,239,1,10271,27,3,440,1415,12126,11380,19,0,26,0,0,0,0,Agent 5
1/5/2022,509,1,11671,81,5,2038,887,14596,14212,20,18,134,0,1,0,0,Agent 3
2/17/2022,509,1,3218,0,1,0,168,3386,3330,34,6,283,0,1,0,9,Agent 19
1/7/2022,301,1,11836,32,3,629,677,13142,12470,36,3,31,0,0,0,0,Agent 15
2/15/2022,514,1,16127,75,1,2133,230,18490,18453,3,4,155,0,1,0,0,Agent 12
1/31/2022,525,1,18539,63,6,2164,506,21209,20505,12,1,107,0,1,0,0,Agent 48
11/30/2021,540,1,14718,35,5,3019,555,18292,16103,50,25,63,0,0,1,0,Agent 36
3/2/2022,543,1,21646,60,5,1862,524,24032,22933,56,8,39,0,0,1,0,Agent 29
2/2/2022,557,1,18545,51,0,529,407,19481,19481,20,6,141,0,0,1,0,Agent 29
2/23/2022,519,1,15174,71,4,1564,331,17069,16208,32,21,151,0,1,0,0,Agent 12
2/8/2022,516,1,12442,24,6,683,280,13405,11138,46,10,119,108,1,0,0,Agent 30
1/31/2022,542,1,19458,78,1,1048,769,21275,20917,29,3,120,0,1,0,0,Agent 28
1/22/2022,207,1,7731,24,2,415,305,8451,7817,16,7,24,0,0,0,0,Agent 41
12/6/2021,539,1,11515,42,1,465,1289,13269,13055,16,6,207,1,1,0,2,Agent 19
2/4/2022,190,1,5808,12,5,1202,269,7279,6367,61,0,18,0,0,0,0,Agent 41
12/23/2021,543,1,15150,72,3,1016,616,16782,16481,13,0,213,0,1,0,0,Agent 28
12/29/2021,542,1,15098,71,3,855,857,16810,16190,14,9,153,0,0,1,0,Agent 46
12/28/2021,540,1,19583,85,0,95,1060,20738,20738,5,8,111,0,0,1,0,Agent 46
12/1/2021,540,1,16510,54,3,2253,1394,20157,19898,29,8,74,0,1,0,3,Agent 14
1/21/2022,541,1,15509,41,10,1081,1042,17632,16435,49,18,125,0,1,0,5,Agent 35
3/4/2022,540,1,17941,62,4,1687,941,20569,20052,31,0,74,0,0,1,0,Agent 15
12/24/2021,301,1,2460,30,0,98,99,2657,2657,6,5,219,0,0,0,0,Agent 9
12/28/2021,373,1,12314,36,5,969,514,13797,13502,15,10,57,0,1,0,0,Agent 41
12/17/2021,540,1,13684,48,2,1843,405,15932,15580,16,7,146,0,0,1,0,Agent 15
12/14/2021,542,1,9866,33,0,1113,504,11483,11483,1,22,137,0,0,1,0,Agent 36
1/11/2022,535,1,17109,52,0,1113,738,18960,18960,4,7,112,0,0,1,0,Agent 46
3/22/2022,553,1,20977,69,2,3330,873,25180,24938,9,0,83,0,1,0,0,Agent 48
1/8/2022,263,1,3897,18,1,56,52,4005,3977,1,0,11,186,0,0,0,Agent 30
3/1/2022,375,1,14045,46,2,1167,475,15687,15130,35,7,17,0,1,0,0,Agent 41
2/1/2022,511,1,18450,39,15,611,419,19480,17467,31,12,109,0,1,0,0,Agent 5
12/14/2021,510,1,13023,66,3,2076,444,15543,15079,18,14,175,0,1,0,0,Agent 9
1/19/2022,527,1,22070,66,1,3313,667,26050,25848,4,1,23,0,1,0,0,Agent 48
3/17/2022,246,1,5780,18,0,959,283,7022,7022,0,29,88,0,0,0,0,Agent 36
2/22/2022,542,1,17691,48,5,3103,682,21476,20339,34,3,65,0,0,1,0,Agent 15
2/26/2022,183,1,6313,22,1,0,128,6441,6241,5,8,60,0,0,0,0,Agent 21
2/12/2022,211,1,4971,34,0,261,209,5441,5441,1,18,92,0,0,0,0,Agent 3
12/14/2021,414,1,12426,58,0,207,208,12841,12841,2,6,155,0,1,0,0,Agent 12
12/17/2021,529,1,15501,53,3,2232,383,18116,17413,23,3,163,0,1,0,0,Agent 48
12/27/2021,511,1,12744,69,3,1774,751,15269,14970,15,14,136,0,1,0,0,Agent 3
3/17/2022,543,1,14260,68,6,2144,217,16621,16196,11,14,177,0,1,0,0,Agent 12
2/17/2022,542,1,14433,42,1,2265,305,17003,16672,36,7,146,0,0,1,0,Agent 29
3/18/2022,538,1,14286,48,0,1539,659,16484,16484,2,25,124,0,0,1,0,Agent 36
3/24/2022,542,1,8351,0,9,0,273,8624,7642,55,6,326,0,1,0,15,Agent 14
1/31/2022,542,1,20775,51,6,1170,421,22366,21408,14,0,100,0,0,1,0,Agent 5
12/31/2021,361,1,12409,62,2,735,216,13360,13221,8,8,101,0,1,0,0,Agent 12
2/10/2022,508,1,11175,34,8,3339,291,14805,13570,15,6,119,0,1,0,0,Agent 21
12/7/2021,540,1,18196,73,0,439,846,19481,19481,1,11,140,0,0,1,0,Agent 46
12/23/2021,531,1,17690,51,7,1741,2015,21446,20475,15,5,135,0,1,0,0,Agent 5
2/8/2022,0,1,,,,,,,,0,0,0,0,0,0,,NULL
2/9/2022,406,1,13468,24,0,742,163,14373,14373,1,0,59,0,1,0,0,Agent 22
1/24/2022,540,1,15941,52,8,773,421,17135,16332,10,5,75,135,1,0,0,Agent 30
2/24/2022,404,1,12645,57,0,1136,255,14036,14036,4,6,122,0,1,0,0,Agent 12
1/8/2022,214,1,9763,26,0,613,110,10486,10486,1,11,34,0,0,0,0,Agent 12
2/25/2022,508,1,16821,29,1,1899,443,19163,17875,23,15,45,0,0,1,0,Agent 36
12/9/2021,531,1,15563,81,1,729,260,16552,16386,9,6,191,0,1,0,0,Agent 12
2/5/2022,269,1,,,,,,,,6,0,0,263,0,0,,Agent 19
12/23/2021,515,1,3018,11,4,0,58,3076,2517,8,8,14,407,1,0,0,Agent 30
1/15/2022,223,1,10285,19,0,144,168,10597,10597,0,6,38,0,0,0,0,Agent 22
12/2/2021,538,1,15947,49,3,2875,840,19662,19402,8,26,71,0,0,1,0,Agent 36
12/21/2021,523,1,17092,44,7,1520,333,18945,18130,2,10,143,0,1,0,0,Agent 48
1/8/2022,212,1,9584,28,4,414,122,10120,9604,10,3,37,0,0,0,0,Agent 5
2/17/2022,436,1,12825,20,0,1445,208,14478,14478,27,7,89,0,1,0,0,Agent 22
1/11/2022,539,1,11852,35,0,3124,407,15383,15383,1,29,76,0,0,1,0,Agent 36
1/24/2022,414,1,15705,33,2,1268,1558,18531,18503,6,0,35,0,1,0,0,Agent 22
1/14/2022,601,1,18234,49,3,1877,425,20536,18977,42,11,173,0,0,1,0,Agent 29
2/24/2022,511,1,20089,41,8,2203,331,22623,21566,33,4,98,0,1,0,0,Agent 5
3/21/2022,506,1,20165,75,0,1527,298,21990,21990,3,3,99,0,1,0,0,Agent 12
1/4/2022,540,1,19398,41,4,2454,1208,23060,22819,9,20,40,0,1,0,0,Agent 35
1/10/2022,497,1,16567,45,3,5721,241,22529,22402,4,5,60,0,1,0,0,Agent 21
1/14/2022,539,1,14883,47,0,1860,246,16989,16989,2,11,146,0,0,1,0,Agent 21
2/4/2022,279,1,10994,40,0,1479,213,12686,12686,3,3,58,0,0,0,0,Agent 21
2/1/2022,513,1,11338,77,1,1337,536,13211,13153,8,24,189,0,1,0,0,Agent 3
2/8/2022,510,1,14129,63,1,1027,590,15746,15507,12,7,188,0,1,0,0,Agent 9
12/9/2021,545,1,12687,38,1,2713,564,15964,15777,13,24,108,0,0,1,0,Agent 36
1/6/2022,540,1,11263,28,1,477,728,12468,12438,49,5,238,7,1,0,6,Agent 19
12/18/2021,206,1,7017,24,0,781,183,7981,7981,0,12,65,0,0,0,0,Agent 48
2/23/2022,18,1,,,,,,,,0,0,0,0,0,0,,NULL
1/31/2022,471,1,15331,31,0,298,308,15937,15937,16,0,35,0,1,0,0,Agent 22
1/19/2022,543,1,23924,75,5,2348,777,27049,26500,44,8,23,0,1,0,0,Agent 29
2/7/2022,490,1,18661,50,7,1578,642,20881,19490,38,5,53,0,1,0,0,Agent 41
1/22/2022,214,1,6905,21,1,1550,340,8795,8755,4,16,33,0,0,0,0,Agent 36
12/29/2021,545,1,14506,55,6,1850,623,16979,16328,30,6,150,0,0,1,0,Agent 15
12/15/2021,541,1,9802,33,15,948,847,11597,10593,94,4,197,0,1,0,1,Agent 14
3/15/2022,391,1,12771,46,0,961,484,14216,14216,4,1,131,0,0,0,0,Agent 28
1/26/2022,433,1,5275,0,5,0,1600,6875,5687,52,6,248,0,1,0,6,Agent 19
3/14/2022,519,1,13951,37,1,1608,500,16059,15759,9,41,44,0,0,1,0,Agent 36
2/17/2022,517,1,15967,41,6,888,397,17252,15576,48,4,166,0,1,0,0,Agent 5
2/17/2022,240,1,5233,24,1,277,210,5720,5632,9,6,124,0,0,0,0,Agent 9
12/31/2021,361,1,2138,0,4,0,152,2290,1877,20,0,159,0,1,0,2,Agent 14
12/6/2021,509,1,21156,46,2,2753,472,24381,22459,34,2,69,0,1,0,0,Agent 48
3/1/2022,518,1,17446,42,15,960,330,18736,13944,115,4,24,105,1,0,0,Agent 30
3/3/2022,541,1,6829,0,6,0,584,7413,6941,34,1,361,0,1,0,14,Agent 14
1/13/2022,508,1,18452,52,1,2319,554,21325,21155,7,0,91,0,1,0,0,Agent 48
3/2/2022,540,1,23439,57,0,3013,679,27131,27131,4,1,32,0,1,0,0,Agent 28
2/26/2022,197,1,5359,19,0,1060,519,6938,6938,2,4,50,0,0,0,0,Agent 35
3/15/2022,520,1,13616,54,8,314,344,14274,13777,47,0,109,77,1,0,0,Agent 30
3/14/2022,545,1,12060,50,6,604,1496,14160,13476,79,9,100,5,1,0,1,Agent 19
1/12/2022,581,1,11533,37,5,258,986,12777,11989,46,0,174,98,1,0,2,Agent 19
12/20/2021,465,1,16187,54,1,791,656,17634,17589,10,8,149,0,1,0,0,Agent 28
2/17/2022,542,1,12247,45,1,827,426,13500,13313,38,2,217,0,1,0,0,Agent 28
1/20/2022,543,1,18932,54,0,1432,1123,21487,21487,3,18,65,0,1,0,4,Agent 35
2/4/2022,367,1,7251,31,0,0,134,7385,7385,5,4,84,142,0,0,0,Agent 30
3/9/2022,469,1,18834,57,2,2556,612,22002,21837,19,7,46,0,1,0,0,Agent 41
1/26/2022,546,1,7732,10,8,638,620,8990,7586,61,5,277,0,1,0,7,Agent 14
3/24/2022,536,1,19893,75,1,2530,318,22741,22539,6,3,97,0,1,0,0,Agent 12
3/11/2022,537,1,13254,50,3,2508,334,16096,15770,8,21,130,0,0,1,0,Agent 21
2/23/2022,548,1,16374,52,7,2077,762,19213,17808,56,7,121,0,1,0,0,Agent 41
1/27/2022,541,1,16122,55,3,1475,591,18188,17747,19,0,125,0,0,1,0,Agent 15
1/4/2022,546,1,22843,93,2,486,1043,24372,23454,31,15,64,0,1,0,0,Agent 46
12/3/2021,233,1,8673,22,3,1244,140,10057,9114,20,4,59,0,0,0,0,Agent 48
2/15/2022,540,1,13933,38,1,1565,582,16080,16007,4,21,124,0,0,1,0,Agent 36
12/22/2021,541,1,13419,40,3,561,364,14344,13449,39,9,192,0,0,1,0,Agent 29
2/28/2022,543,1,17524,48,4,3373,706,21603,20411,35,38,8,0,0,1,0,Agent 36
2/8/2022,538,1,18420,44,7,1238,1527,21185,20415,27,8,135,0,1,0,0,Agent 5
3/1/2022,542,1,15706,60,0,432,1333,17471,17471,21,1,50,27,1,0,0,Agent 19
1/4/2022,511,1,16961,90,3,2234,1006,20201,19705,19,11,70,0,1,0,0,Agent 3
1/7/2022,420,1,14582,58,1,423,626,15631,15410,8,8,115,0,1,0,0,Agent 46
1/3/2022,189,1,4972,16,0,241,214,5427,5427,0,0,0,0,0,0,0,Agent 47
3/4/2022,539,1,12983,32,4,404,1217,14604,14377,12,19,111,0,1,0,4,Agent 35
12/8/2021,509,1,15399,35,3,2298,264,17961,17626,5,2,145,0,1,0,0,Agent 48
1/8/2022,212,1,9950,21,0,0,102,10052,10052,0,0,41,0,0,0,0,Agent 22
2/11/2022,541,1,16058,55,1,3507,390,19955,19822,1,0,128,0,1,1,0,Agent 48
12/10/2021,536,1,14388,81,1,715,332,15435,15369,17,3,220,0,1,0,0,Agent 12
3/21/2022,545,1,19313,59,0,1006,484,20803,20803,1,3,96,0,0,1,0,Agent 15
12/14/2021,520,1,18148,42,13,1535,506,20189,19109,27,3,153,0,1,0,0,Agent 5
11/29/2021,540,1,17631,100,1,492,1163,19286,19072,11,3,128,0,0,1,0,Agent 46
1/28/2022,513,1,15679,47,4,2670,390,18739,16463,20,9,115,0,1,0,0,Agent 48
2/18/2022,539,1,11427,31,1,644,714,12785,12571,6,17,152,0,1,0,0,Agent 35
2/7/2022,506,1,18504,72,2,2921,456,21881,21798,13,21,62,0,1,0,0,Agent 12
12/20/2021,438,1,15334,24,0,1195,181,16710,16710,0,0,54,0,1,0,0,Agent 22
12/24/2021,179,1,1722,12,0,476,129,2327,2327,15,0,105,0,0,0,0,Agent 28
12/24/2021,316,1,5196,21,6,201,1389,6786,6447,21,5,170,0,0,0,0,Agent 29
2/19/2022,204,1,6252,30,0,736,74,7062,7062,1,11,78,0,0,0,0,Agent 12
1/24/2022,503,1,17659,70,2,3310,315,21284,21054,10,4,98,0,1,0,0,Agent 12
11/29/2021,512,1,16447,52,7,808,310,17565,16089,33,2,63,75,1,0,0,Agent 30
2/2/2022,499,1,1889,0,0,0,53,1942,1942,0,1,0,0,0,0,1,NULL
2/10/2022,548,1,751,0,5,0,68,819,68,25,5,0,0,1,0,0,Agent 14
1/20/2022,505,1,22915,72,0,2505,310,25730,25730,6,3,31,0,1,0,0,Agent 12
2/8/2022,501,1,11588,51,2,1994,1387,14969,14852,9,4,160,9,1,0,0,Agent 19
2/23/2022,510,1,16372,74,3,966,639,17977,17724,20,6,149,0,1,0,0,Agent 9
12/29/2021,509,1,14871,48,3,3836,227,18934,18595,17,4,109,0,1,0,0,Agent 21
2/22/2022,553,1,19827,56,4,2518,451,22796,22408,56,6,67,0,0,1,0,Agent 29
3/4/2022,540,1,15316,33,2,4193,535,20044,19101,32,27,49,0,0,1,0,Agent 36
2/10/2022,511,1,15756,50,1,2068,481,18305,18167,5,5,162,0,1,0,0,Agent 48
12/15/2021,535,1,2846,0,3,0,374,3220,2699,22,3,331,0,1,0,14,Agent 19
12/28/2021,511,1,17509,54,5,2365,342,20216,19117,29,3,90,0,1,0,0,Agent 21
3/8/2022,476,1,17290,41,3,3081,556,20927,19801,39,5,61,0,1,0,0,Agent 41
1/31/2022,545,1,14794,40,4,3360,699,18853,18215,26,26,76,0,0,1,0,Agent 36
3/15/2022,540,1,18872,77,2,984,278,20134,19809,39,1,144,0,1,0,0,Agent 12
2/18/2022,533,1,13921,73,0,897,261,15079,15079,4,22,204,0,1,0,0,Agent 12
3/15/2022,510,1,16787,67,7,1568,503,18858,17934,28,7,133,0,1,0,0,Agent 9
1/26/2022,522,1,14452,44,4,2671,454,17577,17168,15,0,158,0,1,0,0,Agent 48
2/23/2022,394,1,8017,28,3,25,193,8235,7384,32,3,49,150,1,0,0,Agent 30
12/22/2021,542,1,14550,34,5,1064,574,16188,14857,9,0,202,0,1,0,0,Agent 28
2/12/2022,209,1,7376,19,0,545,586,8507,8507,2,10,53,0,0,0,0,Agent 35
2/2/2022,510,1,13577,63,1,922,574,15073,14586,13,7,207,0,1,0,0,Agent 9
3/24/2022,541,1,18081,59,2,1221,653,19955,19148,19,0,92,0,0,1,0,Agent 15
3/16/2022,453,1,14417,32,2,1539,242,16198,15444,16,9,114,0,1,0,0,Agent 21
1/27/2022,546,1,14040,27,10,1571,809,16420,14353,69,5,189,0,1,0,3,Agent 14
2/11/2022,658,1,13620,81,3,2192,459,16271,16057,19,38,233,0,0,1,0,Agent 3
2/14/2022,525,1,13494,45,2,431,219,14144,14131,3,6,33,204,1,0,0,Agent 30
3/18/2022,547,1,15822,55,0,1294,378,17494,17494,2,4,155,0,0,1,0,Agent 15
12/27/2021,368,1,12146,34,3,2272,377,14795,14680,5,6,44,0,1,0,0,Agent 41
